Invoice_Number,Invoice_Date,Meter_Hours,Unit,Missing,Description
55894,4/15/2022,14571,P12,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.Scheduled Maintenance Additional Labor:  Touch up 0.5 112.50 56.25paint.Paint Raymond Black 1 24.42 24.42TPaint Raymond Red 1053174/001 1 26.25 26.25T
55858,1/3/2022,11693,P13,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
36654,1/3/2022,11074,P14,0,Labor Special  Rate Total Trans:  12/29/21  Replaced 3 112.50 337.50load wheelsLabor Special  Rate Total Trans: 1/17/22 Replaced 3.5 112.50 393.75Main lift sealLoad Wheel 2 67.75 135.50TLoad Wheel Bearing 441-127 4 9.55 38.20TLift cylinder seal kit 1 245.80 245.80T
55848,1/3/2022,11894,P14,0,Perform scheduled maintenance on propane truck: 1 120.00 120.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.10W30 Motor Oil 5qt 1 35.40 35.40TOil Filter 1 21.25 21.25T
36601,2/10/2022,12125,P14,0,"Labor Special  Rate Total Trans:  No repairs made. 2 112.50 225.00List of repairs needed Call for quote.  Leaking seals,needs oil changed.  Needs tune up.  Leaking steercylinder.  Leaking transmission lines.  Leaking hyd.pump.  Leaking hyd valve solenoids.  Broken PCVvalve.  Bad exhaust donut."
36739,3/10/2022,12273,P14,0,Labor Special  Rate Total Trans:  Blue light brackets 1 112.50 112.50bent.  Removed and fixed.  Reinstalled.  Returned toservice.
55885,3/10/2022,12273,P14,0,Perform scheduled maintenance on propane truck: 1 113.00 113.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.Motor Oil 10W30 wt 4 11.55 46.20TOil Filter 1 21.25 21.25T
55857,1/3/2022,12134,P15,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
55891,4/6/2022,12473,P15,0,SM Counterbalance: Remove covers and blow off unit 1 113.00 113.00with compressed air. Checked all fluids and greasedunit. Wiped down and checked all safety items.Warranty Labor on Rentals -1 113.00 -113.00
35422,4/9/2022,12473,P15,0,"Labor Special  Rate Total Trans:  3/29Check unit 7.5 112.50 843.75reaching when rotate.  Trouble shoot.  3/30  Removeand replace cylinders that were failing.  Tested. Adjusted.  Returned to service.Cylinder Reach 1022180/800 2 575.00 1,150.00T"
55878,1/26/2022,5660,P16,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.Thank You for using Gold Service for all your material handling needs. Subtotal $113.00 Sales Tax (7.75%) $0.00 Total $113.00Remit To: Gold Standard Service Corp. Payments/Credits $0.00
55878,1/26/2022,5660,P16,0,SM Counterbalance: Remove covers and blow off unit 1 113.00 113.00with compressed air. Checked all fluids and greasedunit. Wiped down and checked all safety items.
33968,4/26/2022,6215,P16,0,"Labor Special  Rate Total Trans:  1/6  Check over 2.5 112.50 281.25heating.  Found oil contaminated. Found head gasketfailure.Labor Special  Rate Total Trans: 1/7  Remove head 6 112.50 675.00and take to machine shopLabor Special  Rate Total Trans:  1/26 Pick up head 1.5 112.50 168.75from machine shopLabor Special  Rate Total Trans:  1/28  Install head 8 112.50 900.00aux. gaskets.Labor Special  Rate Total Trans:  1/31  Install rest of 10 112.50 1,125.00surrounding pieces (radiator water pump and hoses)Add water.  Fill with fluids. Run new oil and filter.  Getto temp and flush.  Install new oil and filter.  Test. OKCustomer courtesy credit -8 112.50 -900.00Machine Shop Repair Valve job/Resurface 1 625.00 625.00"
55879,1/26/2022,2669,P17,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
55879,1/26/2022,2669,P17,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped down
36702,2/15/2022,Missing,P17,1,Labor Special  Rate Total Trans: Water batteries on 4 112.50 450.00rental units.
35423,4/6/2022,2826,P17,0,Labor Special  Rate Total Trans:  Trouble shot leak 1.5 112.50 168.75gear box seal needs to be replaced.  Will performwhen down.  Units are back up
55893,4/6/2022,2826,P17,0,Perform scheduled maintenance on propane truck: 1 113.00 113.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.10W30 Motor Oil 5qt 1 35.40 35.40TOil Filter 1 21.25 21.25T
55869,1/25/2022,3225,P18,0,Perform scheduled maintenance on swing reach 1 145.00 145.00truck: Remove covers and blow off with compressedair. Checked all fluids and grease all fittings. Wipeddown unit.
35417,5/13/2022,3452,P18,0,Labor Special  Rate Total Trans:  Repaired cut cable 4 112.50 450.00on P1.  Moved bracket mount on S5.  Attached cablesback on pole on P15
36910,5/26/2022,12881,P20,0,Labor Special  Rate Total Trans:   Install pre Amp 2 112.50 225.00Card on third loop on north warehouse.  Adjust loopcurrent and test.  OKCard Preamp 154-012-213/001 1 978.44 978.44T
55054,5/26/2022,12871,P20,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.Labor Special  Rate Total Trans:  Leaking from  loose 1.5 112.50 168.75gland nut.  Tightened and cleaned unit
35078,1/21/2022,14161,P21,0,"Labor Special  Rate Total Trans:  1/11  Found bent 6 4 112.50 450.00in height switch lever.  Replaced bent lever.  Pickedup new switchLabor Special  Rate Total Trans:  1/13  Replaced top 3 112.50 337.50height switch and cable that were damaged.  Foundafter replacing that unit shows multiple ""G"" codes. Tested battery and battery is failing to hold propervoltage.  Battery company will pickup battery forrepairs. Switch Lift Limit 1 92.27 92.27TLever 1 175.60 175.60TWire Multicon 1 251.98 251.98T"
35080,1/25/2022,14164,P21,0,Total Transp. Travel Charge Special Price: 1 105.00 105.00Labor Special  Rate Total Trans:  Check pedal not 0.5 112.50 56.25releasing brake.  Removed pedal pad and inspectedswitch.  Cleaned out.  Pedal working goodCustomer courtesy credit -1 161.25 -161.25
55053,5/26/2022,14424,P21,0,Perform scheduled maintenance on propane truck: 1 113.00 113.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.Scheduled Maintenance Additional Labor:  Service 1 112.50 112.50transmission10W30 Motor Oil 5qt 1 35.40 35.40TATF Transmission Fluid Gal 1.5 39.13 58.70TFilter Oil 4Y 90915-YZZF1 1 21.25 21.25TFilter Trans TY32670-12620-71 1 66.50 66.50T
35107,3/14/2022,7707,P4,0,"Total Transp. Travel Charge Special Price: 1.5 105.00 157.50Labor Special  Rate Total Trans:  Check parking 5 112.50 562.50brake issue and leaking fluid. Inspected unit foundleak from transmission cooling lines, removed linescut new lines and replaced.  Found loose radiatorhose (bottom) Removed hose corrected fitting.  Addcoolant, Adjusted brakes and parking brakes.  Test OKLow Pressure Hose 10ft 1 160.10 160.10TATF Transmission Fluid Gal 1 39.13 39.13T"
37220,4/19/2022,Missing,P4,1,Labor Special  Rate Total Trans:  Check ring gear 3.5 112.50 393.75turning.  Found fitting coming undone.  Clean.  Weldring gear in place.  Test.Warranty Labor on Rentals -3.5 112.50 -393.75
36784,4/21/2022,10568,P5,0,Labor Special  Rate Total Trans:  1/11  Check oil leak. 6.5 112.50 731.25Found broken hose guard and leaking hose.  OrderedParts.  1/13  Pickup parts and return.  Replace twoACX hoses and one mini lift hose on overhead guard. Replace guard and install new steer tiller.  Test OK.Hose Assembly 1 263.47 263.47THose Assembly 1 272.26 272.26THose 1001288/104 1 273.97 273.97TOverhead chain 1 675.86 675.86TTiller-Arm RA838-007-102 1 68.68 68.68T
36740,3/10/2022,3523,P6,0,Labor Special  Rate Total Trans:  Cround down burs 1 112.50 112.50on covers.  Looked at pedal issue.  Bottom cushiontoo thick causing pedal to not activate fully.  Adjusted
55886,3/10/2022,3523,P6,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
36645,12/8/2021,2910,P7,0,Labor Special  Rate Total Trans: Wire guidance not 4 112.50 450.00working.  Found damage to cable. Repaired cable. Unit still doesn't track. Julio stated Unit not configuredfor guidance.   return to service.
36731,3/8/2022,3116,P7,0,"Labor Special  Rate Total Trans:   Replaced 300Amp 9 112.50 1,012.50contactor with one off S4.  Unit getting stuck downwhen taking apart.  Found coil swollen.  Replacedbrake.  Adjusted.  Replaced gas shock and drilled outstop.  Ground down.  Replaced with bolt and nut.Brake Assy  605-021 1 1,675.66 1,675.66T"
55919,3/8/2022,3116,P7,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
35473,1/13/2022,3285,P8,0,Labor Special  Rate Total Trans: Replaced broken 1 112.50 112.50connectorConnector Battery-350 1 48.59 48.59T
55876,2/2/2022,3319,P8,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
36676,2/22/2022,3393,P8,0,Labor Special  Rate Total Trans:  Arrived and found 3 112.50 337.50unit with hydraulic issues.  Checked fluids.  Checkedfor leaks.  Checked all functions.  Unit rattling whenoperating lift side shift and tilt.  Adjusted pressure andstill rattling.  Ordered new hyd.  motor for unit. Closingthis workorder will open new one for motor.
37380,5/19/2022,Missing,P8,1,"Labor Special  Rate Total Trans: Remove rotate 6 112.50 675.00carriage assembly and replace six bearings Installcarriage and hoses.Welding (Certified) Labor Special Rate Total 2 150.00 300.00Transportation:  Weld broken stub shaft.  Extra toquote.Bearing roller assembly 4 435.00 1,740.00TBearing 1061923 2 175.00 350.00TRetainer 2 75.00 150.00T"
55899,5/19/2022,Missing,P8,1,Perform scheduled maintenance on swing reach 1 145.00 145.00truck: Remove covers and blow off with compressedair. Checked all fluids and grease all fittings. Wipeddown unit.
54983,1/28/2022,5096,P9,0,Perform scheduled maintenance on reach truck: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
55144,4/29/2022,5098,P9,0,Perform scheduled maintenance on reach truck: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
36733,3/8/2022,9105,PJ1,0,Labor Special  Rate Total Trans: Installed battery.  1.5 112.50 168.75unit has code 67 Found tab not set properly on 60' switch adjusted and performed sm on WO#55911
55910,3/8/2022,9105,PJ1,0,Perform scheduled maintenance on reach truck: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
37375,5/17/2022,9781,PJ1,0,Labor Special  Rate Total Trans:  5/6  Found unit 5 112.50 562.50down with code 10 on display.  Trouble shot.  Foundrelays failing. Called and ordered parts.  Picked upparts and returned to customer.  Installed.  Tested. Unit returned to service.  Labor Special  Rate Total Trans: 5/10  Unit stuck in 6 112.50 675.00aisle.  No power to cards.  Trouble shot issues. Found break in IT14-3 wire.  Repaired and tested. Still failing. Labor Special  Rate Total Trans:  5/11  Julio came to 3 112.50 337.50assist.  Relay failed . Replaced the carriage controlcard borrowed from P11.Relay RA1-100-068 4 42.08 168.32T
55125,5/17/2022,9181,PJ1,0,Perform scheduled maintenance on reach truck: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
36697,2/16/2022,11950,R1,0,Labor Special  Rate Total Trans:  Chain rail 2 112.50 225.00disconnected.  Fixed with spare clips.  Tested. Returned to service.
36708,2/28/2022,11967,R1,0,Labor Special  Rate Total Trans:  Unit has hydraulic 5.5 112.50 618.75leak. Passed repair to Isaiah to complete hose repair. Returned to customer unit down by door.  Checkedand unit plastic chain was hitting guard.  Removed alink to raise chain.  No leak found.  Cleaned andreturned to service.No Charge to customer -5.5 112.50 -618.75
55900,5/19/2022,Missing,R1,1,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.Grease Tube 1 12.47 12.47T
37386,5/25/2022,Missing,R1,1,"Labor Special  Rate Total Trans:  5/18  Replaced 4 112.50 450.00carriage control card.  Moved P11 back in unit. Replaced 24inch height tab  operator broke withplastic roll.  Replaced lift tab customer broke with cardboard box.  Software Updated with computer.Software Update 1 350.00 350.00TCarriage control card 1 1,150.88 1,150.88Tlever 2 15.70 31.40T"
35469,1/12/2022,n/a,R1Charger,0,"Labor Special  Rate Total Trans:  Removed and 3 112.50 337.50replaced proportional valve.Prop Valve SA 1028358/002 1 1,812.05 1,812.05T"
55055,5/26/2022,Missing,R2,1,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.Labor Special  Rate Total Trans:  Found gland nut 1.5 112.50 168.75loose and leaking.  Tightened. Also leak from Hyd.distribution block.
54982,1/28/2022,8536,R4,0,SM Counterbalance: Remove covers and blow off unit 1 113.00 113.00with compressed air. Checked all fluids and greasedunit. Wiped down and checked all safety items.
55143,4/29/2022,8536,R4,0,Perform scheduled maintenance on electric pallet 1 90.00 90.00jack: Remove covers and blow off with compressedair. Checked all fluids and grease all fittings. Wipeddown unit.
36650,1/17/2022,19066,R5,0,"Labor Special  Rate Total Trans:  Check leaking fluid.  9.5 112.50 1,068.75Found blown hydraulic line., bent handle and missinggauge.  Remove old line.  get new line made.  Rebandlines.  Set guard plate and install. Warranty Labor on Rentals -9.5 112.50 -1,068.75Hyd Hose 1 306.25 306.25T Guard 1 200.00 200.00TWarranty on Rental -1 506.25 -506.25T"
55867,1/17/2022,19066,R5,0,Perform scheduled maintenance on propane truck: 1 113.00 113.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.Labor Special  Rate Total Trans:  Changed oil 1 112.50 112.5010W30 Motor Oil 5qt 1 35.40 35.40TOil Filter 1 20.85 20.85T
36693,2/2/2022,Missing,R5,1,Labor Special  Rate Total Trans:  Check unit leaking.  2 112.50 225.00Repaired fitting.  Cleaned.  Returned to service
35429,4/12/2022,19388,R5,0,Labor Special  Rate Total Trans:  Replaced encoder.  4 112.50 450.00Learned.  Didn't clear issue.  Julio taking over repairand opening another workorder.Warranty Labor -4 112.50 -450.00Encoder Str Feedback CR132081 1 554.17 554.17TWarranty on Parts -1 554.17 -554.17T
36691,2/1/2022,8939,rental,0,"Labor Special  Rate Total Trans: 01/27  Replaced 3 112.50 337.50lateral bearings.Labor Special  Rate Total Trans: Tech DK  and tech 11 112.50 1,237.50AT  Repaired traverse motor that was damaged afterbearing failure. Cleaned and learned and tested. OKBearing Mast 2 88.75 177.50TRod 1/4 inch 1 7.40 7.40TBolt 1 2.90 2.90T"
36695,2/16/2022,2596,rental,0,Labor Special  Rate Total Trans:  Replaced solenoid 4 112.50 450.00on diaphragmValve Assy Solenoid 1 297.00 297.00T
36701,2/16/2022,Missing,rental,1,Labor Special  Rate Total Trans:  Replaced tips in 4 112.50 450.00connector.  Learned height spring disconnected onover mast cable.  Reconnected
35409,3/17/2022,23002,rental,0,Labor Special  Rate Total Trans: Check code X4 and 2.5 112.50 281.256Y.  Trouble shot and found cardboard stuck in switchactivating instead of opening.  Removed cardboard. Cleaned and tested.  Returned to service
55890,3/17/2022,23002,rental,0,Perform scheduled maintenance on swing reach 1 145.00 145.00truck: Remove covers and blow off with compressedair. Checked all fluids and grease all fittings. Wipeddown unit.
35442,4/28/2022,9472,rental,0,Labor Special  Rate Total Trans:  Unit not nesting.  3 112.50 337.50Troubleshot.  Found nuts loose and forks notretracting fully.  Adjusted reach cylinders.  Tested. Returned to service.
37376,5/17/2022,Missing,rental,1,"Labor Special  Rate Total Trans:  Replaced drive tire.  6 112.50 675.00Had to use breaker bar on all bolts - rusted to tire. Cleaned before installing.  Replaced load wheel androll pins broken.  Replaced caster wheels and touchedup paint.Bearing 112 Caster 671-041/08 4 20.65 82.60TWheels, Caster 671-041/07 2 48.10 96.20TLoad WheelBearing 441-127 8 14.25 114.00TLoad Wheel 2 72.85 145.70TSmooth Drive Tire 1 169.59 169.59TPress and Core 005PCR 1 35.00 35.00TTire Disposal 1 20.00 20.00TPaint  Orange Toy  90900-U9024 1 32.59 32.59TPaint Raymond Black 1 28.10 28.10T"
37378,5/17/2022,Missing,Rental,1,Labor Special  Rate Total Trans:  Check on unit ring.  2.5 112.50 281.25Greased.  Checked wire and steer relay.Warranty Labor on Rentals -2.5 112.50 -281.25
37387,5/19/2022,Missing,Rental,1,"Labor Special  Rate Total Trans:  5/19 Clean and 13.5 112.50 1,518.75touchup paint on unit.  5/23 Replaced A Arm andbearings.  Had to grind out pins that were locked inplace. 5/24  Battery low.  Unit will not travel.  Removedbatteries and only three cells have water.  Filled andCharged.  Installed back into unit. Paint Raymond Black 1 42.42 42.42TPaint Raymond Red 1053174/001 1 26.25 26.25THalf Shaft EZ 828-006-678 1 65.34 65.34THalf Shaft EZ Inner 828-006-676 1 68.25 68.25TDZC Carriage Brng 444-416 1 56.05 56.05TPin 810 2 4.80 9.60TDZC Carriage Washer 772-038 1 2.45 2.45TScrew 714 2 3.75 7.50TArm Assy RH outside 1 856.85 856.85TRoller 448-221 1 80.95 80.95TThrust Bearing 444-326 1 99.75 99.75TBearing sleeve 1 70.80 70.80TSleeve Bearing 1 35.35 35.35T"
37392,5/25/2022,23173,rental,0,Labor Special  Rate Total Trans:  Found unit stuck in 1.5 112.50 168.75aisle with code 29.  Battery is dead showing 0%. Towed out and charged.  Moved 10ft to clear code. Returned to service.
35466,1/12/2022,5137,S1,0,Labor Special  Rate Total Trans:  Replaced both 2 112.50 225.00transmission  cooling radiator hoses that were leaking.Low Pressure Hose 2 160.10 320.20T
55868,1/24/2022,Missing,S1,1,Perform scheduled maintenance on reach truck: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
36696,2/16/2022,5162,S1,0,Field Service Labor:  Installed head unit on battery 3.5 112.50 393.75charger.  Towed to charger.  Test Working properlyWarranty Labor on Rentals -3.5 112.50 -393.75
36734,3/10/2022,5246,S1,0,Labor Special  Rate Total Trans: Installed battery.  1.5 112.50 168.75Checked unit for any issue.  
55883,3/10/2022,5246,S1,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.Scheduled Maintenance Additional Labor:  Scraped 0.5 112.50 56.25and cleaned chains
35440,4/28/2022,5390,S1,0,Labor Special  Rate Total Trans:  Tried to move unit 1.5 112.50 168.75and it traveled 10ft and stopped.  Will not move andno code.  Checked battery dropping 20 volts.  It hasrental.  Talked with Eddie.  They will call company tocheck battery.  Towed unit back to charger andclosing this workorder.
36520,3/29/2022,Missing,S10,1,Labor Special  Rate Total Trans:  Seat belt not 2.5 112.50 281.25working.  Remove.  Pick up new.  Install.  Test OKSeat Belt Assembly 1 305.45 305.45T
36911,5/26/2022,4454,S10,0,Labor Special  Rate Total Trans:  Check code 8L.  0.75 112.50 84.38Repair broken wire at brake coil harness.Terminal 1-010-256 1 6.95 6.95T
36761,1/14/2022,14958,S2,0,Labor Special  Rate Total Trans:  1/11  Check oil leak. 6.5 112.50 731.25Found broken hose guard and leaking hose.  OrderedParts.  1/13  Pickup parts and return.  Replace twoACX hoses and one mini lift hose on overhead guard. Replace guard and install new steer tiller.  Test OK.Hose Assembly 1 263.47 263.47THose Assembly 1 272.26 272.26THose 1001288/104 1 273.97 273.97TOverhead chain 1 675.86 675.86TTiller-Arm RA838-007-102 1 68.68 68.68T
36761,1/14/2022,14958,S2,0,Labor Special  Rate Total Trans: Check code 23.  1.75 112.50 196.88Replace Q1 power transistor.  Test OK.Transistor Q1 Kit  1133904 1 957.45 957.45T
55005,3/16/2022,5107,S2,0,Perform scheduled maintenance on propane truck: 1 113.00 113.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.10W30 Motor Oil 5qt 1 35.40 35.40TCustomer Part -  oil filter 1 0.00 0.00TCustomer Part -  air filter 1 0.00 0.00T
37379,5/17/2022,Missing,S2,1,Labor Special  Rate Total Trans:  Checked all 4 112.50 450.00batteries.  Filled with water
36760,1/13/2022,18714,S3,0,Labor Special  Rate Total Trans: Check code 23.  1.75 112.50 196.88Replace Q1 power transistor.  Test OK.Transistor Q1 Kit  1133904 1 957.45 957.45T
36760,1/13/2022,18714,S3,0,Labor Special  Rate Total Trans: Check code 8L.  0.5 112.50 56.25Found loose plug.  Reconnected.  Tested.  Returnedto service.
55002,3/11/2022,8716,S3,0,Perform scheduled maintenance on propane truck: 1 113.00 113.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.Oil Filter 1 20.85 20.85T10W30 Motor Oil 5qt 1 35.40 35.40T
35108,3/15/2022,8716,S3,0,Total Transp. Travel Charge Special Price: 1 105.00 105.00Labor Special  Rate Total Trans: Inspected unit.  3 112.50 337.50Found loose nut on top of brake.  Also found brokenarm on limit switch.  Replaced.Lever Mast Limit 114-008-762 1 31.65 31.65T
36656,1/3/2022,Missing,S5,1,Labor Special  Rate Total Trans:  Plastic stuck in 2.5 112.50 281.25bearings.  Had to remove load wheels to removecardboard and tape.  Checked bearings.  Greasedand returned to service.
35467,1/12/2022,1876,S5,0,Labor Special  Rate Total Trans:  Check slow travel 4 112.50 450.00and rotate.  Trouble shot.  Found traverse potcompletely broken and bracket to traverse motor also.Snapped in half called for parts in stock  Picked upand returned.  Installed.  Tested and Learned.  Bentcover back straight.  Returned to service.Rotate Pot Assembly 1 637.35 637.35TBracket Kit 1 122.15 122.15T
36700,2/8/2022,1888,S5,0,Labor Special  Rate Total Trans: Replaced battery 2 112.50 225.00Battery Group 35DL 1 175.00 175.00T
36736,3/10/2022,Missing,S5,1,Labor Special  Rate Total Trans:  3/8  Charger 4 112.50 450.00burned.  Trouble shot all wires broken.  Need toreplace connector.  Picked up part.  Returnedfollowing day.  3/9  Installed plug.  Tested unit with nopower.  Checked fuses.  Clear.  Found breakerpopped on wall.Plug 30amp 1 89.95 89.95T
55884,3/10/2022,Missing,S5,1,Perform scheduled maintenance on swing reach 1 145.00 145.00truck: Remove covers and blow off with compressedair. Checked all fluids and grease all fittings. Wipeddown unit.
35427,4/9/2022,1908,S5,0,Labor Special  Rate Total Trans:  Trouble shoot noise. 5.5 112.50 618.75Greased bearings.  Cleared noise on front.  Replaced2 bearings on mast.Warranty Labor on Rentals -5.5 112.50 -618.75Bearing Mast OPC 449-022 2 74.25 148.50TWarranty on Rental -2 74.25 -148.50T
35438,4/28/2022,1919,S5,0,Labor Special  Rate Total Trans:  Checked all rental 3.5 112.50 393.75units for water. t-103 the split fork and small sit down. Only split fork water was at proper level becausebattery installed last week.  Other unit down about 10gallons each.
37388,5/17/2022,1923,S5,0,"Labor Special  Rate Total Trans:  Replaced batteries 2 112.50 225.00Warranty Labor on Rentals -2 112.50 -225.00Battery 4 445.00 1,780.00TWarranty on Rental -4 445.00 -1,780.00T"
36690,2/1/2022,72,S6,0,Labor Special  Rate Total Trans: Found blown 40amp 1 112.50 112.50power fuse.  Removed and Replaced.  Tested. Returned to service.Fuse 40amp 1 42.18 42.18T
36698,2/16/2022,133,S6,0,Labor Special  Rate Total Trans:  Replaced main lift 7 112.50 787.50seals.  Replaced tilt hose and cleaned unit.Warranty Labor -7 112.50 -787.50 hose Assembly XCP3 1 145.92 145.92TLift Cylinder Seal Kit 04652-U2070-71 1 85.50 85.50TWarranty on parts -1 231.42 -231.42TSee invoice 36647  dated 12/28/21
36711,3/2/2022,140,S6,0,Labor Special  Rate Total Trans:  2/23  Perormed 8 112.50 900.00tune up.  Replaced spark plugs and wires. 2/24 Replaced radiator hoses.  Cleaned propane solenoidand throttle sensor.  Filled oil.Hose radiator 1 75.46 75.46TRadiator hose 1 65.98 65.98TTune Up Kit Toyota TY4YTUKIT 1 269.50 269.50T10W30 Motor Oil 5qt 1 35.40 35.40T
35431,4/19/2022,Missing,S6,1,"Labor Special  Rate Total Trans: 4/11  Replaced key 10.5 112.50 1,181.25switch but unit showing height issue.  Ordered prox forheight . Returned following day.  Installed prox andfound damage to grey connector on truck causingpower issue.  Getting code 8L,4G.  Trouble shot andfound K Relay melted and Board melted at samelocation.  Ordered parts.  4/12 Picked up, returnedand installed .  Tested.Card Fuse Relay 7400 1 734.00 734.00TConnector Gray 350 amp 1 35.75 35.75TProx Switch 10314227/002 1 624.64 624.64TSwitch Lock 1 61.30 61.30TTiming gear 1 54.45 54.45TPulley Kit 1 39.35 39.35T"
35432,4/25/2022,Missing,S6,1,"Labor Special  Rate Total Trans: 3/31   Carriage 14.5 112.50 1,631.25bearings damaged.  Battery swap with S7.  4/19 Replace all four main mast rollers.Bearing roller assembly 4 452.00 1,808.00T"
36719,5/3/2022,Missing,S6,1,Labor Special  Rate Total  Trans:  Installed new 2 112.50 225.00battery.  Used brake cleaner to get started.  Wil notIdle.Found bad oil leak.  Talked to customer aboutissues.  He stated he was going to talk with Julio onhow to move forward.  Closing this workorder.Battery Group 35 1 225.00 225.00T
36680,1/27/2022,Missing,S7,1,Labor Special  Rate Total Trans: Remove and replace 2.5 112.50 281.25drive tire.Tire Drive OPC 632-104/101 1 265.00 265.00TPress and Core 005PCR 1 35.00 35.00TTire Disposal 1 20.00 20.00T
55889,3/14/2022,2558,S7,0,Perform scheduled maintenance on propane truck: 1 113.00 113.00Blow off unit with compressed air. Change oil andfilter. Check all fluids and grease all fittings. Wipeddown unit and check all safety items.Motor Oil 10W30 qt 4 11.55 46.20TOil Filter 1 21.25 21.25T
36730,3/15/2022,2558,S7,0,Labor Special  Rate Total Trans:  4/13  Removed 2.5 112.50 281.25motor.  Check bearing.  No issue found. Removedsteer gear adjusted.  Issue still on unitLabor Special  Rate Total Trans:  4/18 Removed drive 3 112.50 337.50motor.  Check all gears.  Relearned steer encoder.Labor Special  Rate Total Trans:  5/9  Installed motor 2 112.50 225.00back on to unit.  Cleaned contact tips.  Learned steerencoder battery dead.  Plugged in to charge.Labor Special  Rate Total Trans:  5/17  Replaced 4 112.50 450.00drive tire that's coding bad R50.  Not coding.  Pluggedin to charger.  Returned to service.Customer Courtesy Credit -3 112.50 -337.50HiLoad Drive Tire 1 443.50 443.50TPress and Core 005PCR 1 35.00 35.00TTire Disposal 1 20.00 20.00T
55896,3/17/2022,2558,S7,0,Perform scheduled maintenance on orderpicker: 1 113.00 113.00Remove covers and blow off with compressed air.Checked all fluids and grease all fittings. Wiped downunit.
35421,4/6/2022,2570,S7,0,Labor Special  Rate Total Trans:  Check for erratic 5.5 112.50 618.75travel.  Drove unit out.  Unit sputters.  Troubleshot.Found two damaged  wires in harness from rubbingon motor.  Was able to repair and wrap wires stoppingthem from further damage.  Also noticed horn wasweak.  Cleaned and cleared issue.  Tested.  Returnedto service.
35424,4/9/2022,2672,S7,0,Labor Special  Rate Total Trans:  Replaced lift tabs.  4 112.50 450.00Removed load wheels to check bearing.  Greased andinstalled back on unit.  Adjusted key switch that wasloose.Grease Tube 1 12.47 12.47T
35435,4/20/2022,2746,S7,0,Labor Special  Rate Total Trans:  Replaced horn 2.5 112.50 281.25assembly and hornHorn Assy 8 Model 58120-26640-71 1 152.65 152.65THorn Contact TY 1 20.95 20.95T
